Time,PX,PY,PZ,VX,VY,VZ,AX,AY,AZ,MAX-M10S - Lat,MAX-M10S - Lon,MAX-M10S - Alt (m),MAX-M10S - Disp X (m),MAX-M10S - Disp Y (m),MAX-M10S - Disp Z (m),ALT,MAX,MAY,MAZ,BMI088andLIS3MDL - GyroX (rad/s),BMI088andLIS3MDL - GyroY (rad/s),BMI088andLIS3MDL - GyroZ (rad/s),BMI088andLIS3MDL - OriX,BMI088andLIS3MDL - OriY,BMI088andLIS3MDL - OriZ
0,-1.537,2.065,20.475,-5.818,12.224,56.787,-4.961,27.505,63.189,0,0,0,0,0,0,17.342,-69.07,1.501,1.02,0.724,0.006,0.07,0.706,-0.131,-0.674
0.2,-1.788,3.344,30.481,-6.345,18.575,65.474,-5.86,37.649,51.617,0,0,0,0,0,0,27.5,-64.129,1.07,1.587,1.063,0.134,0.138,0.691,-0.214,-0.649
0.4,-1.952,5.036,41.581,-5.984,25.877,71.917,-1.861,45.764,42.189,0,0,0,0,0,0,38.072,-62.268,0.057,0.639,0.884,0.043,0.401,0.661,-0.298,-0.633
0.6,-1.962,7.044,53.73,-4.998,33.14,76.803,1.146,49.635,34.884,0,0,0,0,0,0,50.128,-60.638,-2.112,0.668,0.482,0.026,0.322,0.639,-0.35,-0.625
0.8,-1.868,9.111,69.168,-4.494,38.305,83.722,-1.131,43.431,37.064,0,0,0,0,0,0,68.277,-57.01,-2.392,2.32,-0.52,0.043,-0.03,0.657,-0.317,-0.639
1,-1.729,10.929,85.521,-3.826,41.118,90.8,-0.07,35.47,39.745,0,0,0,0,0,0,84.005,-53.254,-1.257,0.56,-0.573,-0.023,-0.092,0.671,-0.273,-0.655
1.2,-1.585,12.308,103.442,-3.668,41.913,98.239,-2.35,28.298,41.141,0,0,0,0,0,0,102.065,-49.978,0.927,0.438,-0.418,0.113,-0.215,0.693,-0.233,-0.654
1.4,-1.497,13.094,122.719,-3.903,39.79,102.691,-4.141,15.426,25.658,0,0,0,0,0,0,121.552,-30.103,0.797,2.571,-0.315,0.158,0.119,0.706,-0.224,-0.652
1.6,-1.432,13.237,142.751,-3.548,36.43,104.652,-1.083,9.62,12.856,0,0,0,0,0,0,141.724,-15.867,-2.557,0.826,-0.405,-0.079,0.036,0.706,-0.199,-0.666
1.8,-1.28,12.792,161.462,-2.169,31.484,103.545,4.311,0.881,2.998,0,0,0,0,0,0,158.643,-3.046,-0.022,-4.367,-0.381,-0.115,-0.019,0.703,-0.17,-0.681
2,-1.086,11.889,178.138,-2.049,26.8,100.276,-1.567,0.402,-1.618,0,0,0,0,0,0,173.289,1.386,-0.733,1.666,-0.377,0.015,0.072,0.707,-0.15,-0.687
2.2,-0.921,10.739,195.379,-1.528,22.538,97.7,0.751,0.22,-2.602,0,0,0,0,0,0,191.998,2.507,-0.876,-0.575,-0.46,0.121,-0.07,0.719,-0.114,-0.684
2.4,-0.781,9.493,212.917,-1.503,18.804,95.778,-1.434,0.364,-2.227,0,0,0,0,0,0,210.49,2.083,-0.56,1.58,-0.413,0.015,-0.047,0.722,-0.082,-0.687
2.6,-0.67,8.246,229.46,-1.186,15.479,93.445,0.242,-0.085,-2.093,0,0,0,0,0,0,226.311,2.097,-0.05,-0.208,-0.473,-0.145,-0.011,0.712,-0.048,-0.7
2.8,-0.568,7.064,247.485,-1.014,12.748,92.504,-0.277,0.509,-2.132,0,0,0,0,0,0,246.641,2.148,-0.431,0.287,-0.411,-0.138,0.026,0.701,-0.022,-0.711
3,-0.47,5.987,266.164,-0.674,10.436,92.169,0.75,0.445,-2.125,0,0,0,0,0,0,266.316,2.148,-0.287,-0.761,-0.443,-0.034,0.134,0.696,0,-0.713
3.2,-0.388,5.032,283.49,-0.713,8.554,90.93,-0.967,0.682,-2.022,0,0,0,0,0,0,282.121,2.148,-0.18,0.919,-0.343,-0.111,0.087,0.685,0.018,-0.72
3.4,-0.319,4.209,300.783,-0.401,7.084,89.861,0.914,1.087,-1.952,0,0,0,0,0,0,299.669,2.14,-0.661,-0.898,-0.386,0.066,-0.051,0.685,0.05,-0.715
3.6,-0.242,3.506,316.745,-0.198,5.781,88.013,0.528,0.513,-1.827,0,0,0,0,0,0,314.309,1.889,0.072,-0.553,-0.392,0.13,-0.109,0.688,0.087,-0.705
3.8,-0.181,2.903,331.389,-0.23,4.657,85.483,-0.52,0.202,-1.839,0,0,0,0,0,0,327.835,1.781,0.567,0.445,-0.236,-0.038,0.183,0.683,0.09,-0.702
4,-0.14,2.396,345.865,-0.157,3.86,83.302,0.083,0.818,-1.284,0,0,0,0,0,0,342.701,1.516,-0.165,-0.036,-0.39,0,0.192,0.677,0.105,-0.695
4.2,-0.109,1.989,360.983,-0.146,3.355,81.981,-0.162,1.455,-0.823,0,0,0,0,0,0,359.083,1.451,-0.79,0.302,-0.373,0.019,-0.06,0.669,0.135,-0.69
4.4,-0.087,1.67,375.077,-0.123,2.927,80.079,-0.06,1.206,-1.025,0,0,0,0,0,0,372.287,1.53,-0.395,0.108,-0.343,-0.006,-0.121,0.658,0.166,-0.688
4.6,-0.077,1.416,388.531,-0.212,2.566,77.981,-0.597,1.03,-1.079,0,0,0,0,0,0,385.436,1.501,-0.072,0.567,-0.283,-0.107,-0.077,0.642,0.188,-0.692
4.8,-0.079,1.211,401.437,-0.254,2.257,75.797,-0.367,0.88,-1.063,0,0,0,0,0,0,398.194,1.386,0.115,0.323,-0.358,-0.062,0.141,0.63,0.202,-0.685
5,-0.082,1.047,414.065,-0.246,2.041,73.809,-0.12,1.017,-0.626,0,0,0,0,0,0,411.002,1.171,-0.23,0.129,-0.366,-0.04,0,0.616,0.226,-0.68
5.2,-0.088,0.917,426.133,-0.317,1.855,71.712,-0.532,0.906,-0.591,0,0,0,0,0,0,422.878,1.092,-0.043,0.51,-0.322,-0.03,-0.021,0.603,0.248,-0.675
5.4,-0.094,0.81,437.655,-0.276,1.662,69.464,0.016,0.653,-0.927,0,0,0,0,0,0,434.263,1.07,0.359,-0.108,-0.371,0.021,0.019,0.591,0.272,-0.663
5.6,-0.092,0.72,448.765,-0.221,1.519,67.288,0.09,0.729,-0.693,0,0,0,0,0,0,445.414,0.984,0.165,-0.158,-0.258,-0.004,-0.07,0.579,0.293,-0.659
5.8,-0.092,0.652,459.736,-0.293,1.491,65.446,-0.538,1.157,-0.048,0,0,0,0,0,0,456.721,1.042,-0.445,0.589,-0.294,0.121,0.051,0.577,0.314,-0.641
6,-0.095,0.604,470.518,-0.282,1.459,63.757,-0.139,1.047,0.077,0,0,0,0,0,0,467.713,0.919,-0.488,0.194,-0.401,0.077,0,0.566,0.343,-0.623
6.2,-0.1,0.568,480.829,-0.329,1.397,61.96,-0.429,0.824,-0.002,0,0,0,0,0,0,477.872,0.79,-0.244,0.424,-0.294,-0.1,-0.19,0.541,0.367,-0.627
6.4,-0.106,0.536,490.521,-0.338,1.328,59.924,-0.26,0.731,-0.286,0,0,0,0,0,0,487.267,0.804,0.072,0.18,-0.268,-0.175,-0.124,0.513,0.383,-0.631
6.6,-0.113,0.506,499.811,-0.369,1.241,57.908,-0.376,0.577,-0.209,0,0,0,0,0,0,496.562,0.646,0.115,0.294,-0.281,-0.211,-0.006,0.487,0.392,-0.631
6.8,-0.119,0.477,508.706,-0.365,1.17,55.901,-0.22,0.6,-0.202,0,0,0,0,0,0,505.471,0.639,0.115,0.165,-0.234,-0.111,0.296,0.481,0.387,-0.613
7,-0.12,0.451,517.347,-0.322,1.123,54.048,-0.023,0.663,0.051,0,0,0,0,0,0,514.282,0.646,-0.158,0,-0.266,-0.089,-0.209,0.454,0.408,-0.617
7.2,-0.117,0.427,525.593,-0.312,1.049,52.193,-0.188,0.486,0.125,0,0,0,0,0,0,522.499,0.488,-0.129,0.18,-0.285,-0.083,-0.017,0.433,0.422,-0.61
7.4,-0.112,0.401,533.431,-0.279,0.969,50.332,-0.058,0.4,0.231,0,0,0,0,0,0,530.292,0.395,-0.23,0.086,-0.311,-0.026,0.049,0.418,0.438,-0.595
7.6,-0.109,0.375,540.987,-0.305,0.897,48.533,-0.346,0.391,0.206,0,0,0,0,0,0,537.96,0.424,-0.108,0.352,-0.33,0.047,0.053,0.405,0.457,-0.575
7.8,-0.109,0.349,548.186,-0.317,0.821,46.757,-0.28,0.32,0.318,0,0,0,0,0,0,545.159,0.359,-0.208,0.33,-0.247,-0.102,0.128,0.392,0.461,-0.561
8,-0.111,0.324,555.069,-0.321,0.764,45.014,-0.239,0.364,0.327,0,0,0,0,0,0,552.092,0.417,-0.201,0.287,-0.207,-0.149,-0.064,0.368,0.466,-0.561
8.2,-0.109,0.3,561.6,-0.279,0.693,43.279,-0.012,0.243,0.389,0,0,0,0,0,0,558.618,0.309,-0.323,0.101,-0.271,-0.192,-0.192,0.333,0.477,-0.566
8.4,-0.105,0.275,567.625,-0.284,0.617,41.405,-0.232,0.172,0.239,0,0,0,0,0,0,564.461,0.259,-0.101,0.251,-0.36,-0.081,-0.277,0.294,0.501,-0.567
8.6,-0.103,0.251,573.329,-0.268,0.561,39.59,-0.126,0.219,0.344,0,0,0,0,0,0,570.229,0.33,-0.208,0.172,-0.241,-0.149,-0.132,0.265,0.51,-0.567
8.8,-0.099,0.227,579.381,-0.259,0.485,38.259,-0.153,0.078,0.194,0,0,0,0,0,0,577.127,0.165,-0.086,0.18,-0.222,-0.068,-0.081,0.243,0.52,-0.562
9,-0.095,0.204,584.702,-0.232,0.448,36.609,-0.053,0.22,0.273,0,0,0,0,0,0,581.898,0.316,-0.151,0.057,-0.26,-0.045,-0.258,0.212,0.538,-0.564
9.2,176.298,-607.129,458.394,98.954,-340.352,-96.252,50.72,-174.436,-67.65,0,0,0,0,0,0,612.676,-192.494,20.098,10.925,0.479,0.739,-0.458,0.256,0.562,-0.598
9.4,16.869,-58.082,603.663,51.965,-178.296,-51.623,-0.389,2.652,0.955,0,0,0,0,0,0,612.598,2.773,-0.136,-0.625,-0.482,0.322,0.062,0.254,0.604,-0.559
9.6,12.876,-44.354,604.502,47.949,-166.151,-48.601,-2.207,-0.806,0.982,0,0,0,0,0,0,613.358,0.237,-0.682,2.442,-0.488,-0.021,0.639,0.265,0.612,-0.496
9.8,13.307,-46.027,603.118,45.375,-158.472,-44.876,-0.745,-3.505,6.976,0,0,0,0,0,0,613.005,0.704,-7.808,0.215,-0.765,0.908,1.436,0.35,0.651,-0.34
10,14.308,-49.85,602.348,42.581,-151.281,-40.109,-1.442,-7.629,9.689,0,0,0,0,0,0,613.352,-0.323,-12.333,-1.393,-0.528,-0.141,1.666,0.417,0.594,-0.21
10.2,15.089,-52.962,601.069,40.743,-144.905,-36.144,5.515,-19.728,5.373,0,0,0,0,0,0,610.411,0.567,-19.789,-7.52,-3.403,0.028,-0.803,0.138,0.661,-0.056
10.4,15.458,-54.205,599.692,38.593,-132.778,-31.54,6.739,-0.812,8.438,0,0,0,0,0,0,607.554,0.23,-0.905,-10.789,-5.55,2.697,-0.952,-0.329,0.891,0.107
10.6,15.162,-53.056,596.498,33.312,-117.734,-29.572,-6.547,5.822,0.912,0,0,0,0,0,0,600.666,4.841,6.709,3.024,-3.841,2.823,1.928,-0.158,0.772,0.529
10.8,14.261,-49.83,592.646,29.719,-101.693,-28.178,3.026,6.764,0.537,0,0,0,0,0,0,595.337,3.29,-0.481,6.644,-3.884,-1.3,2.755,0.22,0.584,0.684
11,12.945,-45.333,589.638,24.212,-88.29,-26.264,-6.575,-6.242,0.993,0,0,0,0,0,0,592.956,2.765,-6.644,-5.603,-2.87,-2.616,-0.384,0.2,0.941,0.226
11.2,11.304,-40.239,588.069,19.37,-74.3,-22.163,-4.607,0.253,8.543,0,0,0,0,0,0,592.435,3.706,5.006,-7.449,-1.756,-0.403,-1.165,0.148,0.919,0.35
11.4,9.495,-34.863,586.414,13.939,-60.58,-18.613,-9.829,5.144,8.665,0,0,0,0,0,0,589.606,8.433,6.738,-9.036,0.786,0.663,0.795,0.189,0.921,0.278
11.6,7.676,-29.585,583.747,10.057,-49.124,-18.404,-4.933,1.577,-2.899,0,0,0,0,0,0,585.112,5.71,-0.065,-1.616,1.402,2.007,0.153,0.116,0.89,0.178
11.8,6.026,-24.639,581.069,6.921,-38.217,-19.1,-4.05,7.036,-7.588,0,0,0,0,0,0,582.473,8.67,6.946,0.273,1.783,1.883,-0.447,-0.079,0.783,0.138
12,4.617,-20.107,578.675,4.83,-28.957,-19.457,-1.42,6.939,-7.412,0,0,0,0,0,0,580.575,4.669,8.928,1.896,2.101,1.779,0.761,-0.314,0.588,0.08
12.2,3.601,-16.101,576.123,5.269,-21.542,-18.832,9.262,5.25,-1.839,0,0,0,0,0,0,577.779,5.093,5.43,7.829,1.483,2.233,1.378,-0.327,0.342,-0.147
12.4,3.128,-12.675,573.039,7.648,-15.747,-17.051,18.022,3.764,6.861,0,0,0,0,0,0,573.705,5.028,1.508,18.934,0.426,0.113,1.259,-0.316,0.364,-0.273
12.6,3.016,-9.896,569.725,8.245,-12.448,-15.997,8.956,-3.228,5.215,0,0,0,0,0,0,569.734,3.57,-1.02,10.2,0.373,-2.156,1.31,-0.209,0.39,-0.399
12.8,2.829,-7.784,565.623,5.876,-10.514,-16.22,-6.157,-5.867,2.206,0,0,0,0,0,0,564.523,6.364,-3.613,-4.863,1.084,-2.962,0.882,-0.358,0.702,-0.41
13,2.345,-6.204,563.819,2.573,-8.847,-13.371,-11.765,-4.067,9.679,0,0,0,0,0,0,565.308,6.335,-7.068,-12.592,0.906,-0.654,-0.102,-0.431,0.687,-0.443
13.2,1.708,-5.022,561.024,0.758,-7.809,-12.268,-5.623,-4.846,6.329,0,0,0,0,0,0,560.746,5.279,-2.536,-7.801,0.072,0.283,-2.062,-0.576,0.675,-0.334
13.4,1.031,-4.209,557.905,-1.656,-7.923,-13.101,-9.953,-8.963,-1.956,0,0,0,0,0,0,557.182,7.046,8.763,-7.535,1.116,0.192,-1.385,-0.688,0.543,-0.371
13.6,0.277,-3.703,554.709,-4.273,-8.016,-13.663,-12.465,-7.856,-0.845,0,0,0,0,0,0,554.064,7.305,11.493,-5.689,3.354,0.722,1.771,-0.623,0.483,-0.613
13.8,-0.39,-3.304,552.822,-4.578,-6.713,-12.602,-2.297,-0.11,2.383,0,0,0,0,0,0,553.781,3.204,0.632,0.553,4.485,2.254,2.687,-0.327,0.317,-0.854
14,-0.832,-2.942,551.269,-4.53,-6.348,-9.395,-1.422,-4.054,13.423,0,0,0,0,0,0,552.106,-1.853,0.481,13.963,3.656,2.793,1.579,0.048,0.114,-0.919
14.2,-1.099,-2.642,548.032,-4.353,-5.621,-9.339,-1.312,-1.66,5.491,0,0,0,0,0,0,546.308,-3.67,0.136,4.597,1.862,2.465,1.174,0.34,0.028,-0.84
14.4,-1.311,-2.319,544.492,-5.174,-4.291,-9.429,-6.699,1.989,5.916,0,0,0,0,0,0,542.387,-0.891,3.642,8.354,0.375,1.526,1.436,0.328,-0.057,-0.743
14.6,-1.582,-1.933,541.433,-6.48,-2.815,-8.216,-9.656,3.485,10.983,0,0,0,0,0,0,539.797,-1.444,8.72,12.161,-2.638,-0.863,2.993,0.087,-0.009,-0.567
14.8,-1.812,-1.622,537.843,-6.075,-3.281,-8.112,-1.601,-5.555,8.016,0,0,0,0,0,0,535.362,-3.333,0.431,9.295,-4.506,-3.607,0.991,-0.17,0.049,-0.461
15,-1.851,-1.449,537.386,-4.789,-3.201,-7.735,2.704,-2.495,-2.494,0,0,0,0,0,0,538.831,-1.415,-3.16,2.787,-5.25,-1.553,-1.434,-0.613,0.115,-0.464
15.2,-1.593,-1.252,532.056,-1.659,-1.925,-11.61,12.39,3.85,-6.248,0,0,0,0,0,0,527.746,3.318,-12.074,7.111,-3.588,-1.01,-1.042,-0.837,0.143,-0.398
15.4,-1.269,-0.909,525.973,-2.31,0.183,-11.603,-5.77,8.671,14.464,0,0,0,0,0,0,521.202,7.334,-5.172,-15.4,-1.715,-0.616,-2.542,-0.914,-0.022,-0.391
15.6,-1.155,-0.604,520.311,-3.1,-0.558,-11.917,-6.237,-4.89,11.129,0,0,0,0,0,0,516.112,4.769,7.729,-10.207,0.597,1.266,-1.04,-0.843,-0.125,-0.509
15.8,-1.142,-0.449,514.033,-3.227,-0.443,-14.389,-2.911,-0.324,1.69,0,0,0,0,0,0,509.407,0.51,1.71,-2.873,2.388,1.903,-0.115,-0.685,-0.223,-0.613
16,-1.113,-0.326,509.433,-2.797,-0.181,-16.327,-0.082,0.652,-3.821,0,0,0,0,0,0,507.507,-0.438,-3.405,-1.803,2.405,2.595,-0.827,-0.403,-0.322,-0.718
16.2,-0.961,-0.033,508.02,-1.13,2.91,-12.039,6.378,15.314,15.8,0,0,0,0,0,0,509.85,3.239,3.433,22.418,1.651,1.956,-2.78,-0.09,-0.431,-0.817
16.4,-0.683,0.395,506.85,0.026,3.588,-8.967,4.385,4.159,11.659,0,0,0,0,0,0,508.047,-2.061,4.331,12.225,-1.526,-0.965,-2.998,-0.091,-0.349,-0.93
16.6,-0.386,0.671,506.259,0.751,2.961,-5.526,2.839,-1.777,13.791,0,0,0,0,0,0,507.36,-2.291,4.654,13.209,-3.215,0.447,-2.876,0.027,-0.067,-0.978
16.8,-0.148,0.772,502.434,0.78,2.406,-6.232,-0.15,-1.224,6.659,0,0,0,0,0,0,499.071,-3.002,-0.424,6.055,-3.126,1.604,-2.314,0.24,0.197,-0.875
17,-0.139,0.878,497.09,-1.482,3.623,-8.363,-11.532,7.811,4.316,0,0,0,0,0,0,492.155,-6.091,-13.209,1.02,-1.485,2.783,-1.099,0.491,0.237,-0.7
17.2,-0.424,0.996,492.36,-3.759,3.189,-10.476,-12.176,-0.174,0.403,0,0,0,0,0,0,488.75,-7.406,-8.885,3.828,5.827,2.109,-4.146,0.217,-0.052,-0.435
17.4,-0.733,1.118,488.914,-3.466,4.353,-10.772,-0.004,8.02,3.572,0,0,0,0,0,0,487.246,-1.013,4.439,7.506,6.115,-2.638,-3.403,-0.295,-0.048,-0.119
17.6,-0.885,1.244,485.982,-3.062,3.943,-12.307,0.242,0.446,-5.279,0,0,0,0,0,0,485.202,1.559,5.035,0.589,4.866,-3.56,0.147,-0.684,0.202,-0.004
17.8,-0.951,1.213,478.999,-2.983,2.622,-14.363,-1.506,-4.15,6.331,0,0,0,0,0,0,473.523,-0.043,-0.251,-7.714,4.51,-1.994,0.565,-0.887,0.339,0.002
18,-0.921,1.131,474.341,-1.934,2.963,-12.844,3.382,3.95,14.958,0,0,0,0,0,0,471.893,1.623,-4.863,-14.983,3.731,-0.888,0.927,-0.905,0.418,-0.07
18.2,-0.855,1.219,468.456,-2.254,4.82,-14.617,-3.3,11.675,3.207,0,0,0,0,0,0,464.478,-4.238,-4.525,-10.911,3.062,2.514,0.145,-0.807,0.391,-0.395
18.4,-0.77,1.432,465.305,-1.261,5.402,-14.796,3.403,5.751,-0.142,0,0,0,0,0,0,465.058,-0.625,-6.515,-1.358,2.143,2.561,-0.752,-0.655,0.281,-0.663
18.6,-0.58,1.582,463.19,-0.128,5.045,-14.08,4.48,1.382,0.531,0,0,0,0,0,0,464.191,-1.178,-3.857,2.449,1.592,2.122,-0.205,-0.467,0.204,-0.822
18.8,-0.354,1.79,458.952,0.365,7.156,-16.709,1.744,14.074,-8.674,0,0,0,0,0,0,457.496,-0.761,-8.526,-14.251,0.533,2.126,0.861,-0.255,0.247,-0.887
19,-0.001,1.915,452.861,3.152,4.94,-16.162,13.866,-7.204,13.448,0,0,0,0,0,0,449.314,-1.142,-7.973,18.977,-0.226,-0.803,0.196,-0.326,0.247,-0.852
19.2,0.581,1.721,449.02,5.917,2.871,-16.545,14.916,-6.858,0.226,0,0,0,0,0,0,448.315,-4.18,-6.637,14.423,0.701,-3.121,0.371,-0.533,0.093,-0.719
19.4,1.139,1.287,446.268,6.09,0.097,-17.316,3.131,-11.233,-6.343,0,0,0,0,0,0,447.097,-7.779,-5.366,9.323,1.949,-3.824,1.918,-0.638,-0.101,-0.406
