Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²)
7.198,446.893,30.941,-10.767,32.007,0.008,89.986,4.224,0.257
7.208,447.202,30.833,-10.759,32.049,0.008,89.986,4.221,0.261
7.218,447.51,30.725,-10.752,32.091,0.008,89.986,4.219,0.262
7.228,447.816,30.618,-10.745,32.133,0.008,89.986,4.216,0.262
7.238,448.122,30.511,-10.738,32.175,0.008,89.986,4.214,0.262
7.248,448.426,30.403,-10.731,32.217,0.008,89.986,4.211,0.262
7.258,448.73,30.296,-10.721,32.26,0.008,89.986,4.208,0.28
7.268,449.032,30.189,-10.71,32.302,0.008,89.986,4.205,0.302
7.278,449.334,30.082,-10.7,32.344,0.008,89.986,4.202,0.323
7.288,449.634,29.975,-10.69,32.386,0.008,89.986,4.199,0.344
7.298,449.933,29.868,-10.68,32.428,0.008,89.986,4.195,0.363
7.308,450.231,29.761,-10.671,32.47,0.008,89.986,4.192,0.378
7.318,450.528,29.655,-10.662,32.511,0.008,89.986,4.188,0.39
7.328,450.824,29.548,-10.654,32.553,0.008,89.986,4.184,0.402
7.338,451.119,29.441,-10.645,32.595,0.008,89.986,4.18,0.412
7.348,451.413,29.335,-10.637,32.637,0.008,89.986,4.176,0.421
7.358,451.706,29.229,-10.631,32.679,0.008,89.986,4.171,0.42
7.368,451.998,29.122,-10.625,32.72,0.008,89.986,4.167,0.416
7.378,452.289,29.016,-10.619,32.762,0.008,89.986,4.163,0.411
7.388,452.578,28.91,-10.614,32.804,0.008,89.986,4.159,0.405
7.398,452.867,28.804,-10.608,32.845,0.008,89.986,4.155,0.398
7.408,453.154,28.698,-10.603,32.887,0.008,89.986,4.151,0.391
7.418,453.441,28.592,-10.598,32.928,0.008,89.986,4.147,0.383
7.428,453.726,28.486,-10.593,32.97,0.008,89.986,4.143,0.374
7.438,454.01,28.38,-10.588,33.011,0.008,89.986,4.14,0.365
7.448,454.294,28.274,-10.583,33.052,0.008,89.986,4.136,0.355
7.458,454.576,28.168,-10.579,33.094,0.008,89.986,4.133,0.34
7.468,454.857,28.063,-10.576,33.135,0.008,89.986,4.129,0.324
7.478,455.137,27.957,-10.572,33.176,0.008,89.986,4.126,0.307
7.488,455.416,27.851,-10.569,33.218,0.008,89.986,4.123,0.29
7.498,455.694,27.745,-10.566,33.259,0.008,89.986,4.12,0.273
7.508,455.971,27.64,-10.561,33.3,0.008,89.986,4.118,0.267
7.518,456.247,27.534,-10.556,33.341,0.008,89.986,4.115,0.262
7.528,456.522,27.429,-10.551,33.382,0.008,89.986,4.112,0.258
7.538,456.796,27.323,-10.545,33.423,0.008,89.986,4.11,0.253
7.548,457.068,27.218,-10.54,33.465,0.008,89.986,4.107,0.249
7.558,457.34,27.112,-10.532,33.506,0.008,89.986,4.105,0.262
7.568,457.611,27.007,-10.523,33.547,0.008,89.986,4.102,0.281
7.578,457.88,26.902,-10.514,33.588,0.008,89.986,4.099,0.299
7.588,458.149,26.797,-10.504,33.629,0.008,89.986,4.096,0.317
7.598,458.416,26.692,-10.496,33.67,0.008,89.986,4.093,0.334
7.608,458.682,26.587,-10.489,33.71,0.009,89.986,4.089,0.335
7.618,458.948,26.482,-10.484,33.751,0.009,89.986,4.086,0.331
7.628,459.212,26.377,-10.479,33.792,0.009,89.986,4.083,0.328
7.638,459.475,26.273,-10.474,33.833,0.009,89.985,4.08,0.323
7.648,459.737,26.168,-10.469,33.874,0.009,89.985,4.076,0.319
7.658,459.999,26.063,-10.466,33.915,0.009,89.985,4.073,0.308
7.668,460.259,25.958,-10.462,33.955,0.009,89.985,4.07,0.295
7.678,460.518,25.854,-10.459,33.996,0.009,89.985,4.067,0.283
7.688,460.776,25.749,-10.456,34.037,0.009,89.985,4.065,0.27
7.698,461.033,25.645,-10.453,34.077,0.009,89.985,4.062,0.258
7.708,461.289,25.54,-10.453,34.118,0.009,89.985,4.059,0.23
7.718,461.544,25.436,-10.454,34.158,0.009,89.985,4.057,0.198
7.728,461.797,25.331,-10.455,34.199,0.009,89.985,4.055,0.167
7.738,462.05,25.227,-10.456,34.24,0.009,89.985,4.054,0.136
7.748,462.302,25.122,-10.457,34.28,0.009,89.985,4.053,0.107
7.758,462.553,25.017,-10.455,34.321,0.009,89.985,4.052,0.093
7.768,462.802,24.913,-10.452,34.361,0.009,89.985,4.051,0.084
7.778,463.051,24.808,-10.448,34.402,0.009,89.985,4.05,0.076
7.788,463.298,24.704,-10.445,34.442,0.009,89.985,4.049,0.068
7.798,463.545,24.6,-10.442,34.483,0.009,89.985,4.049,0.061
7.808,463.79,24.495,-10.436,34.523,0.009,89.985,4.048,0.062
7.818,464.035,24.391,-10.431,34.564,0.009,89.985,4.047,0.065
7.828,464.278,24.287,-10.425,34.604,0.009,89.985,4.047,0.069
7.838,464.521,24.182,-10.419,34.644,0.009,89.985,4.046,0.073
7.848,464.762,24.078,-10.413,34.685,0.009,89.985,4.045,0.077
7.858,465.002,23.974,-10.408,34.725,0.009,89.985,4.045,0.075
7.868,465.241,23.87,-10.405,34.766,0.009,89.985,4.044,0.07
7.878,465.48,23.766,-10.401,34.806,0.009,89.985,4.043,0.066
7.888,465.717,23.662,-10.396,34.847,0.009,89.985,4.043,0.062
7.898,465.953,23.558,-10.392,34.887,0.009,89.985,4.042,0.059
7.908,466.188,23.454,-10.387,34.928,0.009,89.985,4.041,0.062
7.918,466.422,23.35,-10.38,34.968,0.009,89.985,4.041,0.068
7.928,466.655,23.247,-10.374,35.008,0.009,89.985,4.04,0.073
7.938,466.887,23.143,-10.368,35.049,0.009,89.985,4.039,0.079
7.948,467.118,23.039,-10.361,35.089,0.009,89.985,4.038,0.085
7.958,467.348,22.936,-10.354,35.13,0.009,89.985,4.037,0.095
7.968,467.576,22.832,-10.347,35.17,0.009,89.985,4.036,0.105
7.978,467.804,22.729,-10.339,35.21,0.009,89.985,4.035,0.116
7.988,468.031,22.625,-10.332,35.251,0.009,89.985,4.034,0.127
7.998,468.257,22.522,-10.324,35.291,0.009,89.985,4.033,0.138
8.008,468.481,22.419,-10.318,35.331,0.009,89.985,4.031,0.143
8.018,468.705,22.316,-10.312,35.372,0.009,89.985,4.03,0.147
8.028,468.928,22.213,-10.306,35.412,0.009,89.985,4.028,0.151
8.038,469.149,22.11,-10.301,35.452,0.01,89.985,4.027,0.155
8.048,469.37,22.007,-10.295,35.492,0.01,89.985,4.025,0.159
8.058,469.59,21.904,-10.293,35.533,0.01,89.985,4.024,0.146
8.068,469.808,21.801,-10.293,35.573,0.01,89.985,4.022,0.128
8.078,470.026,21.698,-10.293,35.613,0.01,89.985,4.021,0.111
8.088,470.242,21.595,-10.292,35.653,0.01,89.985,4.02,0.094
8.098,470.457,21.492,-10.292,35.693,0.01,89.985,4.019,0.078
8.108,470.672,21.389,-10.286,35.734,0.01,89.984,4.019,0.085
8.118,470.885,21.286,-10.277,35.774,0.01,89.984,4.018,0.099
8.128,471.098,21.183,-10.269,35.814,0.01,89.984,4.017,0.112
8.138,471.309,21.081,-10.261,35.854,0.01,89.984,4.015,0.126
8.148,471.519,20.978,-10.253,35.894,0.01,89.984,4.014,0.139
8.158,471.728,20.876,-10.249,35.934,0.01,89.984,4.013,0.139
8.168,471.937,20.773,-10.245,35.975,0.01,89.984,4.011,0.135
8.178,472.144,20.671,-10.242,36.015,0.01,89.984,4.01,0.131
8.188,472.35,20.568,-10.238,36.055,0.01,89.984,4.009,0.127
8.198,472.555,20.466,-10.235,36.095,0.01,89.984,4.007,0.123
8.208,472.759,20.364,-10.23,36.135,0.01,89.984,4.006,0.123
8.218,472.963,20.261,-10.225,36.175,0.01,89.984,4.005,0.124
8.228,473.165,20.159,-10.221,36.215,0.01,89.984,4.004,0.125
8.238,473.366,20.057,-10.216,36.255,0.01,89.984,4.002,0.126
8.248,473.566,19.955,-10.211,36.295,0.01,89.984,4.001,0.127
8.258,473.765,19.853,-10.208,36.335,0.01,89.984,4,0.125
8.268,473.963,19.751,-10.204,36.375,0.01,89.984,3.999,0.121
8.278,474.16,19.649,-10.201,36.415,0.01,89.984,3.998,0.117
8.288,474.356,19.547,-10.198,36.455,0.01,89.984,3.996,0.114
8.298,474.551,19.445,-10.194,36.495,0.01,89.984,3.995,0.11
8.308,474.745,19.343,-10.189,36.535,0.01,89.984,3.994,0.113
8.318,474.938,19.241,-10.184,36.575,0.01,89.984,3.993,0.117
8.328,475.13,19.139,-10.179,36.615,0.01,89.984,3.992,0.121
8.338,475.32,19.037,-10.173,36.655,0.01,89.984,3.991,0.126
8.348,475.51,18.936,-10.168,36.695,0.01,89.984,3.989,0.13
8.358,475.699,18.834,-10.163,36.735,0.01,89.984,3.988,0.131
8.368,475.887,18.732,-10.159,36.774,0.01,89.984,3.987,0.131
8.378,476.074,18.631,-10.155,36.814,0.01,89.984,3.985,0.132
8.388,476.26,18.529,-10.15,36.854,0.01,89.984,3.984,0.133
8.398,476.444,18.428,-10.146,36.894,0.01,89.984,3.983,0.133
8.408,476.628,18.326,-10.142,36.934,0.01,89.984,3.981,0.134
8.418,476.811,18.225,-10.138,36.974,0.01,89.984,3.98,0.135
8.428,476.993,18.124,-10.133,37.013,0.01,89.984,3.979,0.135
8.438,477.173,18.022,-10.129,37.053,0.01,89.984,3.977,0.136
8.448,477.353,17.921,-10.125,37.093,0.01,89.984,3.976,0.137
8.458,477.532,17.82,-10.121,37.133,0.011,89.984,3.975,0.137
8.468,477.71,17.719,-10.117,37.172,0.011,89.984,3.973,0.137
8.478,477.886,17.618,-10.113,37.212,0.011,89.984,3.972,0.136
8.488,478.062,17.516,-10.109,37.252,0.011,89.984,3.971,0.136
8.498,478.237,17.415,-10.105,37.292,0.011,89.984,3.969,0.136
8.508,478.41,17.314,-10.101,37.331,0.011,89.984,3.968,0.137
8.518,478.583,17.213,-10.097,37.371,0.011,89.984,3.966,0.137
8.528,478.754,17.112,-10.093,37.411,0.011,89.984,3.965,0.138
8.538,478.925,17.011,-10.089,37.45,0.011,89.984,3.964,0.139
8.548,479.095,16.911,-10.085,37.49,0.011,89.984,3.962,0.14
8.558,479.263,16.81,-10.08,37.529,0.011,89.984,3.961,0.144
8.568,479.431,16.709,-10.075,37.569,0.011,89.984,3.959,0.149
8.578,479.597,16.608,-10.069,37.609,0.011,89.984,3.958,0.154
8.588,479.763,16.508,-10.064,37.648,0.011,89.983,3.956,0.159
8.598,479.928,16.407,-10.059,37.688,0.011,89.983,3.955,0.164
8.608,480.091,16.306,-10.055,37.727,0.011,89.983,3.953,0.166
8.618,480.254,16.206,-10.05,37.767,0.011,89.983,3.951,0.168
8.628,480.415,16.105,-10.046,37.806,0.011,89.983,3.95,0.17
8.638,480.576,16.005,-10.042,37.846,0.011,89.983,3.948,0.172
8.648,480.735,15.905,-10.038,37.885,0.011,89.983,3.946,0.174
8.658,480.894,15.804,-10.032,37.925,0.011,89.983,3.944,0.182
8.668,481.051,15.704,-10.025,37.964,0.011,89.983,3.943,0.191
8.678,481.208,15.604,-10.019,38.004,0.011,89.983,3.941,0.201
8.688,481.364,15.504,-10.012,38.043,0.011,89.983,3.939,0.21
8.698,481.518,15.403,-10.006,38.082,0.011,89.983,3.936,0.219
8.708,481.672,15.303,-10.003,38.122,0.011,89.983,3.934,0.218
8.718,481.824,15.203,-10,38.161,0.011,89.983,3.932,0.215
8.728,481.976,15.103,-9.998,38.2,0.011,89.983,3.93,0.211
8.738,482.126,15.003,-9.995,38.24,0.011,89.983,3.928,0.208
8.748,482.276,14.904,-9.993,38.279,0.011,89.983,3.926,0.204
8.758,482.424,14.804,-9.989,38.318,0.011,89.983,3.924,0.205
8.768,482.572,14.704,-9.985,38.357,0.011,89.983,3.922,0.207
8.778,482.718,14.604,-9.981,38.397,0.011,89.983,3.92,0.209
8.788,482.864,14.504,-9.977,38.436,0.011,89.983,3.917,0.21
8.798,483.008,14.404,-9.973,38.475,0.011,89.983,3.915,0.212
8.808,483.152,14.305,-9.969,38.514,0.011,89.983,3.913,0.214
8.818,483.295,14.205,-9.965,38.553,0.011,89.983,3.911,0.216
8.828,483.436,14.105,-9.961,38.592,0.011,89.983,3.909,0.218
8.838,483.577,14.006,-9.957,38.631,0.011,89.983,3.907,0.221
8.848,483.716,13.906,-9.953,38.67,0.012,89.983,3.905,0.222
8.858,483.855,13.807,-9.952,38.709,0.012,89.983,3.902,0.217
8.868,483.992,13.707,-9.951,38.748,0.012,89.983,3.9,0.21
8.878,484.129,13.608,-9.95,38.787,0.012,89.983,3.898,0.203
8.888,484.265,13.508,-9.949,38.826,0.012,89.983,3.896,0.196
8.898,484.399,13.409,-9.948,38.865,0.012,89.983,3.894,0.189
8.908,484.533,13.309,-9.947,38.904,0.012,89.983,3.892,0.185
8.918,484.665,13.21,-9.945,38.943,0.012,89.983,3.89,0.181
8.928,484.797,13.11,-9.943,38.982,0.012,89.983,3.889,0.177
8.938,484.927,13.011,-9.941,39.021,0.012,89.983,3.887,0.173
8.948,485.057,12.911,-9.939,39.06,0.012,89.983,3.885,0.169
8.958,485.186,12.812,-9.934,39.099,0.012,89.983,3.884,0.176
8.968,485.313,12.713,-9.927,39.138,0.012,89.983,3.882,0.187
8.978,485.44,12.614,-9.92,39.176,0.012,89.983,3.88,0.198
8.988,485.566,12.514,-9.914,39.215,0.012,89.983,3.878,0.208
8.998,485.69,12.415,-9.907,39.254,0.012,89.983,3.876,0.219
9.008,485.814,12.316,-9.905,39.293,0.012,89.983,3.873,0.214
9.018,485.937,12.217,-9.905,39.331,0.012,89.983,3.871,0.206
9.028,486.058,12.118,-9.905,39.37,0.012,89.983,3.869,0.198
9.038,486.179,12.019,-9.905,39.409,0.012,89.983,3.867,0.19
9.048,486.299,11.92,-9.905,39.447,0.012,89.983,3.866,0.182
9.058,486.417,11.821,-9.901,39.486,0.012,89.982,3.864,0.186
9.068,486.535,11.722,-9.895,39.525,0.012,89.982,3.862,0.194
9.078,486.652,11.623,-9.889,39.563,0.012,89.982,3.86,0.202
9.088,486.768,11.524,-9.884,39.602,0.012,89.982,3.858,0.209
9.098,486.882,11.425,-9.878,39.64,0.012,89.982,3.856,0.217
9.108,486.996,11.327,-9.873,39.679,0.012,89.982,3.853,0.224
9.118,487.109,11.228,-9.867,39.718,0.012,89.982,3.851,0.23
9.128,487.221,11.129,-9.862,39.756,0.012,89.982,3.849,0.236
9.138,487.331,11.031,-9.857,39.794,0.012,89.982,3.846,0.243
9.148,487.441,10.932,-9.852,39.833,0.012,89.982,3.844,0.249
9.158,487.55,10.834,-9.848,39.871,0.012,89.982,3.841,0.25
9.168,487.658,10.735,-9.845,39.91,0.012,89.982,3.839,0.25
9.178,487.765,10.637,-9.842,39.948,0.012,89.982,3.836,0.25
9.188,487.871,10.538,-9.839,39.986,0.012,89.982,3.834,0.251
9.198,487.975,10.44,-9.837,40.025,0.012,89.982,3.831,0.251
9.208,488.079,10.342,-9.834,40.063,0.012,89.982,3.829,0.251
9.218,488.182,10.243,-9.831,40.101,0.012,89.982,3.826,0.251
9.228,488.284,10.145,-9.828,40.14,0.013,89.982,3.824,0.251
9.238,488.385,10.047,-9.825,40.178,0.013,89.982,3.821,0.251
9.248,488.485,9.949,-9.822,40.216,0.013,89.982,3.819,0.251
9.258,488.584,9.85,-9.819,40.254,0.013,89.982,3.816,0.251
9.268,488.682,9.752,-9.817,40.292,0.013,89.982,3.814,0.251
9.278,488.779,9.654,-9.814,40.331,0.013,89.982,3.811,0.251
9.288,488.875,9.556,-9.811,40.369,0.013,89.982,3.809,0.251
9.298,488.97,9.458,-9.808,40.407,0.013,89.982,3.806,0.251
9.308,489.064,9.36,-9.803,40.445,0.013,89.982,3.804,0.256
9.318,489.158,9.262,-9.798,40.483,0.013,89.982,3.801,0.262
9.328,489.25,9.164,-9.792,40.521,0.013,89.982,3.799,0.269
9.338,489.341,9.066,-9.787,40.559,0.013,89.982,3.796,0.275
9.348,489.431,8.968,-9.781,40.597,0.013,89.982,3.793,0.281
9.358,489.52,8.87,-9.778,40.635,0.013,89.982,3.79,0.283
9.368,489.608,8.772,-9.775,40.673,0.013,89.982,3.787,0.283
9.378,489.696,8.675,-9.772,40.71,0.013,89.982,3.785,0.284
9.388,489.782,8.577,-9.768,40.748,0.013,89.982,3.782,0.284
9.398,489.867,8.479,-9.765,40.786,0.013,89.982,3.779,0.285
9.408,489.951,8.382,-9.761,40.824,0.013,89.982,3.776,0.288
9.418,490.035,8.284,-9.756,40.862,0.013,89.982,3.773,0.293
9.428,490.117,8.187,-9.751,40.899,0.013,89.982,3.77,0.297
9.438,490.199,8.089,-9.746,40.937,0.013,89.982,3.767,0.301
9.448,490.279,7.992,-9.741,40.975,0.013,89.982,3.764,0.306
9.458,490.358,7.894,-9.739,41.012,0.013,89.982,3.761,0.303
9.468,490.437,7.797,-9.738,41.05,0.013,89.982,3.758,0.299
9.478,490.514,7.7,-9.737,41.087,0.013,89.982,3.755,0.295
9.488,490.591,7.602,-9.736,41.125,0.013,89.982,3.752,0.291
9.498,490.666,7.505,-9.735,41.162,0.013,89.982,3.749,0.287
9.508,490.741,7.407,-9.733,41.2,0.013,89.982,3.746,0.284
9.518,490.815,7.31,-9.732,41.237,0.013,89.982,3.744,0.282
9.528,490.887,7.213,-9.73,41.275,0.013,89.982,3.741,0.279
9.538,490.959,7.116,-9.729,41.312,0.013,89.981,3.738,0.276
9.548,491.029,7.018,-9.727,41.35,0.013,89.981,3.735,0.274
9.558,491.099,6.921,-9.726,41.387,0.013,89.981,3.733,0.27
9.568,491.168,6.824,-9.725,41.424,0.013,89.981,3.73,0.267
9.578,491.236,6.726,-9.724,41.461,0.013,89.981,3.727,0.263
9.588,491.302,6.629,-9.723,41.499,0.013,89.981,3.725,0.26
9.598,491.368,6.532,-9.722,41.536,0.014,89.981,3.722,0.257
9.608,491.433,6.435,-9.721,41.573,0.014,89.981,3.72,0.253
9.618,491.497,6.338,-9.72,41.61,0.014,89.981,3.717,0.249
9.628,491.56,6.24,-9.719,41.648,0.014,89.981,3.715,0.246
9.638,491.622,6.143,-9.718,41.685,0.014,89.981,3.712,0.242
9.648,491.683,6.046,-9.717,41.722,0.014,89.981,3.71,0.239
9.658,491.743,5.949,-9.715,41.759,0.014,89.981,3.707,0.238
9.668,491.802,5.852,-9.712,41.796,0.014,89.981,3.705,0.239
9.678,491.86,5.755,-9.709,41.833,0.014,89.981,3.703,0.239
9.688,491.917,5.658,-9.706,41.87,0.014,89.981,3.7,0.239
9.698,491.973,5.561,-9.703,41.907,0.014,89.981,3.698,0.24
9.708,492.028,5.464,-9.7,41.944,0.014,89.981,3.695,0.239
9.718,492.082,5.367,-9.697,41.981,0.014,89.981,3.693,0.239
9.728,492.135,5.27,-9.695,42.018,0.014,89.981,3.691,0.238
9.738,492.187,5.173,-9.692,42.055,0.014,89.981,3.688,0.238
9.748,492.239,5.076,-9.689,42.092,0.014,89.981,3.686,0.238
9.758,492.289,4.979,-9.685,42.128,0.014,89.981,3.683,0.241
9.768,492.338,4.882,-9.679,42.165,0.014,89.981,3.681,0.244
9.778,492.387,4.785,-9.674,42.202,0.014,89.981,3.679,0.248
9.788,492.434,4.689,-9.668,42.239,0.014,89.981,3.676,0.252
9.798,492.48,4.592,-9.662,42.276,0.014,89.981,3.674,0.255
9.808,492.526,4.495,-9.66,42.312,0.014,89.981,3.671,0.254
9.818,492.57,4.399,-9.658,42.349,0.014,89.981,3.668,0.252
9.828,492.614,4.302,-9.656,42.386,0.014,89.981,3.666,0.25
9.838,492.656,4.206,-9.654,42.422,0.014,89.981,3.663,0.248
9.848,492.698,4.109,-9.652,42.459,0.014,89.981,3.661,0.247
9.858,492.739,4.013,-9.647,42.495,0.014,89.981,3.658,0.249
9.868,492.778,3.916,-9.64,42.532,0.014,89.981,3.656,0.254
9.878,492.817,3.82,-9.633,42.569,0.014,89.981,3.653,0.258
9.888,492.855,3.723,-9.627,42.605,0.014,89.981,3.651,0.262
9.898,492.891,3.627,-9.62,42.642,0.014,89.981,3.648,0.266
9.908,492.927,3.531,-9.615,42.678,0.014,89.981,3.645,0.267
9.918,492.962,3.435,-9.612,42.715,0.014,89.981,3.643,0.266
9.928,492.996,3.339,-9.608,42.751,0.014,89.981,3.64,0.266
9.938,493.029,3.243,-9.604,42.787,0.014,89.981,3.637,0.266
9.948,493.061,3.147,-9.6,42.824,0.014,89.981,3.635,0.266
9.958,493.092,3.051,-9.597,42.86,0.015,89.981,3.632,0.265
9.968,493.122,2.955,-9.593,42.896,0.015,89.981,3.63,0.265
9.978,493.151,2.859,-9.589,42.933,0.015,89.981,3.627,0.264
9.988,493.179,2.763,-9.585,42.969,0.015,89.981,3.624,0.264
9.998,493.206,2.667,-9.581,43.005,0.015,89.981,3.622,0.263
10.008,493.232,2.571,-9.574,43.041,0.015,89.981,3.619,0.266
10.018,493.257,2.476,-9.566,43.077,0.015,89.98,3.616,0.27
10.028,493.282,2.38,-9.557,43.114,0.015,89.98,3.614,0.273
10.038,493.305,2.285,-9.549,43.15,0.015,89.98,3.611,0.277
10.048,493.327,2.189,-9.54,43.186,0.015,89.98,3.608,0.281
10.058,493.349,2.094,-9.53,43.222,0.015,89.98,3.605,0.286
10.068,493.369,1.999,-9.523,43.258,0.015,89.98,3.602,0.287
10.078,493.389,1.903,-9.516,43.294,0.015,89.98,3.599,0.289
10.088,493.407,1.808,-9.509,43.33,0.015,89.98,3.597,0.291
10.098,493.425,1.713,-9.501,43.366,0.015,89.98,3.594,0.294
10.108,493.442,1.618,-9.5,43.402,0.015,89.98,3.591,0.289
10.118,493.457,1.523,-9.502,43.438,0.015,89.98,3.588,0.283
10.128,493.472,1.428,-9.503,43.474,0.015,89.98,3.585,0.277
10.138,493.486,1.333,-9.503,43.509,0.015,89.98,3.582,0.272
10.148,493.499,1.238,-9.504,43.545,0.015,89.98,3.58,0.266
10.158,493.511,1.143,-9.501,43.581,0.015,89.98,3.577,0.264
10.168,493.522,1.048,-9.497,43.617,0.015,89.98,3.574,0.262
10.178,493.532,0.953,-9.493,43.652,0.015,89.98,3.572,0.261
10.188,493.541,0.858,-9.489,43.688,0.015,89.98,3.569,0.259
10.198,493.549,0.763,-9.484,43.724,0.015,89.98,3.567,0.258
10.208,493.556,0.668,-9.48,43.76,0.015,89.98,3.564,0.257
10.218,493.562,0.574,-9.475,43.795,0.015,89.98,3.561,0.255
10.228,493.567,0.479,-9.47,43.831,0.015,89.98,3.559,0.254
10.238,493.572,0.384,-9.465,43.866,0.015,89.98,3.556,0.253
